titleNo,assgNo,fixcount,firstPassCnt,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,nRegressFrom,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,target
1,120,1.0,1.0,1.0,0.0,86.33333333333333,86.33333333333333,86.33333333333333,159.0,241.86413333333334,272.532,203.3691,70.17219999999999,76.90923333333335,86.33333333333333,86.33333333333333,0.0,0.0,0.0,0.0,0.32680000000000003,0.4858,0.02716666666666667,0
1,121,1.0,1.0,1.0,0.0,268.5,268.5,268.5,199.0,191.66475,122.43445,156.74339999999998,52.825849999999996,37.01525,268.5,268.5,0.0,0.0,0.0,0.0,0.2793,0.29155,0.0809,0
1,122,1.25,1.75,0.75,0.75,199.0,104.0,193.25,94.75,184.443475,493.91022499999997,212.157425,88.4821,90.285775,153.75,126.5,0.75,224.25,0.0,0.0,0.226925,0.22055,0.02735,0
1,123,1.0,1.0,1.0,0.0,80.0,99.0,99.0,119.0,44.3086,108.0104,113.7409,74.3808,59.1798,99.0,99.0,0.0,0.0,0.0,0.0,0.4563,0.2388,0.0219,1
1,124,1.0,1.0,1.0,0.0,159.5,258.5,258.5,278.0,226.01979999999998,222.00914999999998,251.24635,71.48105,69.66295,258.5,258.5,0.0,0.0,0.0,517.0,0.3553,0.36655,0.0344,1
1,125,1.0,1.0,1.0,0.0,123.2,135.0,135.0,123.2,286.02202,304.90096,221.37766000000002,112.04856,101.72049999999999,127.2,127.2,0.2,20.0,0.0,215.0,0.2656,0.2953,0.01996,1
1,126,1.0,1.0,1.0,0.0,417.0,418.0,418.0,119.0,102.0943,125.504,122.1475,71.5856,76.4739,418.0,418.0,0.0,0.0,0.0,418.0,0.3946,0.7691,0.144,0
1,129,1.2,1.0,0.6,0.8,210.8,178.8,178.8,234.6,316.06374,350.88538,267.20856,79.91713999999999,74.41441999999999,218.6,184.8,0.6,1264.6,0.0,389.6,0.24580000000000002,0.28819999999999996,0.01916,0
1,13,1.0,1.0,1.0,0.0,104.25,139.0,139.0,188.75,139.5808,266.592425,81.97822500000001,80.418325,68.074025,139.0,139.0,0.0,0.0,0.0,0.0,0.0868,0.080175,0.0267,0
1,130,1.0,1.0,1.0,0.0,278.5,229.0,229.0,248.5,127.48185000000001,232.0707,115.63025,48.87635,55.1425,229.0,229.0,0.0,0.0,0.0,0.0,0.13685,0.2936,0.0211,0
1,131,1.5,1.5,1.0,0.0,149.0,129.0,188.5,119.5,285.95805,431.746,301.6486,86.6091,73.93515,188.5,134.0,0.5,79.5,0.0,268.0,0.2041,0.5086,0.03795,0
1,132,1.2727272727272727,1.5454545454545454,1.0,0.36363636363636365,198.8181818181818,146.45454545454547,244.0909090909091,180.8181818181818,280.37033636363634,179.07548181818183,285.2713727272727,46.791072727272734,40.773745454545455,246.0,198.95454545454547,1.6363636363636365,2325.909090909091,0.36363636363636365,905.9090909090909,0.35131818181818186,0.3993636363636364,0.02909090909090909,2
1,133,1.3333333333333333,1.3333333333333333,1.0,0.0,158.83333333333334,139.16666666666666,178.83333333333334,125.83333333333333,137.75775000000002,135.66691666666668,120.6323,83.169,62.86326666666667,178.83333333333334,137.41666666666666,0.0,0.0,0.0,178.83333333333334,0.13658333333333336,0.08208333333333333,0.012783333333333334,1
1,134,1.3333333333333333,1.3333333333333333,1.0,0.0,252.0,245.33333333333334,305.0,199.0,410.5759333333333,336.70986666666664,347.0434666666667,76.84576666666666,104.75916666666666,305.0,242.0,0.0,0.0,0.0,0.0,0.18966666666666665,0.2075,0.015733333333333332,0
1,135,1.4444444444444444,1.5555555555555556,0.3333333333333333,0.6666666666666666,189.77777777777777,150.33333333333334,236.44444444444446,152.55555555555554,263.93122222222223,334.0053222222222,213.48332222222223,113.25346666666667,113.62045555555555,236.33333333333334,176.72222222222223,0.5555555555555556,223.33333333333334,0.0,1004.6666666666666,0.14222222222222222,0.15411111111111112,0.014611111111111111,0
1,136,1.1538461538461537,1.1538461538461537,1.0,1.0,189.53846153846155,179.0,221.76923076923077,175.92307692307693,180.50356153846153,185.3292153846154,138.7815923076923,55.1805,60.46176923076923,218.76923076923077,186.65384615384616,0.23076923076923078,105.46153846153847,0.3076923076923077,91.6923076923077,0.08646923076923076,0.10893076923076922,0.008192307692307691,1
1,137,1.4705882352941178,1.588235294117647,0.17647058823529413,1.0,179.88235294117646,209.23529411764707,305.11764705882354,226.7058823529412,277.5255411764706,258.18,248.6864588235294,54.69974705882353,69.08082941176471,297.05882352941177,218.87254705882356,0.8823529411764706,1451.764705882353,0.23529411764705882,1772.2941176470588,0.16267058823529412,0.18343529411764706,0.037064705882352944,2
1,138,1.25,1.25,1.0,0.0,223.5,203.75,228.5,203.5,256.6346,330.58230000000003,246.77112499999998,66.044025,72.00805,228.5,193.75,0.25,69.5,0.0,69.5,0.2712,0.2757,0.028275,1
1,139,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,192.16666666666666,202.16666666666666,248.5,218.66666666666666,231.79741666666666,103.68838333333333,215.38103333333333,74.40538333333333,64.6735,265.0,216.44445,0.0,0.0,0.0,709.0,0.3431166666666667,0.4932,0.06908333333333333,2
1,14,1.0,1.0,1.0,0.75,216.375,248.5,248.5,236.125,206.96965,224.734675,181.99165,46.522525,38.940025,211.25,211.25,0.5,576.25,0.375,74.5,0.0273,0.1312375,0.024875,1
1,142,1.2,1.2,1.0,0.0,198.8,198.8,234.6,198.8,274.09888,291.98976000000005,256.43826,42.61354,81.21242,234.6,192.8,0.2,71.6,0.2,71.6,0.0958,-0.0098,0.01686,0
1,146,2.0,2.0,1.0,0.0,192.33333333333334,192.0,384.3333333333333,172.33333333333334,354.39733333333334,238.29423333333332,326.72133333333335,65.4789,130.9793,384.3333333333333,202.16666666666666,0.0,0.0,0.0,384.3333333333333,0.11393333333333333,0.23326666666666665,0.043833333333333335,1
1,148,1.2222222222222223,1.2222222222222223,0.16666666666666666,0.4444444444444444,228.61111111111111,218.5,258.27777777777777,215.33333333333334,262.42764444444447,265.1463777777778,244.60868888888888,71.39176111111111,66.18799444444444,224.16666666666666,191.95370555555553,0.6666666666666666,1609.2222222222222,0.2777777777777778,392.1111111111111,0.17857222222222222,0.22132222222222223,0.012777777777777779,0
1,149,1.0,1.0,0.6666666666666666,1.0,252.0,239.0,239.0,165.66666666666666,185.7814666666667,149.44423333333333,155.51896666666667,42.99276666666666,36.795566666666666,265.3333333333333,265.3333333333333,0.6666666666666666,1603.3333333333333,0.0,742.6666666666666,0.09543333333333333,0.1746,0.0301,0
1,15,1.0,1.0,0.7692307692307693,0.8461538461538461,165.3846153846154,195.84615384615384,195.84615384615384,182.07692307692307,255.7851,283.38856923076924,236.53995384615385,79.96103846153846,73.57522307692308,231.0,231.0,0.46153846153846156,285.9230769230769,0.38461538461538464,423.53846153846155,0.0989153846153846,0.17168461538461538,0.02446153846153846,2
1,150,1.1428571428571428,1.1428571428571428,0.2857142857142857,0.2857142857142857,184.71428571428572,224.57142857142858,241.57142857142858,184.71428571428572,232.55695714285713,316.8401714285714,213.64424285714287,66.95708571428572,81.63582857142858,241.57142857142858,216.0,0.5714285714285714,908.7142857142857,0.42857142857142855,51.142857142857146,0.16402857142857144,0.13531428571428572,0.02172857142857143,0
1,153,1.0,1.0,1.0,0.0,225.5,222.16666666666666,222.16666666666666,228.66666666666666,261.41226666666665,273.49955,218.47633333333332,68.4114,76.76766666666667,212.16666666666666,212.16666666666666,0.16666666666666666,26.5,0.0,328.1666666666667,0.1371,0.07835,0.0177,1
1,154,1.25,1.25,1.0,0.0,144.25,174.0,208.75,169.0,251.1354,308.65932499999997,236.02024999999998,55.1038,42.29965,208.75,171.5,0.0,0.0,0.25,0.0,0.110175,0.2423,0.02425,0
1,155,1.0,1.0,1.0,0.4,186.8,234.6,234.6,139.2,209.18609999999998,205.20347999999998,187.94416,57.971140000000005,66.2638,182.8,182.8,0.0,0.0,0.2,0.0,0.11579999999999999,0.184,0.01646,0
1,156,1.5,1.5,1.0,0.0,183.75,194.0,288.25,189.0,210.39667500000002,182.27285,183.768075,64.820125,48.047425,288.25,191.375,0.0,0.0,0.0,0.0,0.13755,0.14305,0.059649999999999995,0
1,157,1.4,1.4,0.6,0.8,178.8,214.6,317.8,206.8,147.81545999999997,225.22725999999997,152.15372,79.1452,65.45914,329.8,212.6,0.2,111.2,0.4,222.4,0.1563,0.1828,0.033979999999999996,0
1,158,1.1428571428571428,1.2857142857142858,1.0,0.0,153.28571428571428,181.57142857142858,249.85714285714286,198.57142857142858,210.74745714285714,221.5275,206.10594285714288,64.49302857142857,68.12168571428572,212.85714285714286,185.85714285714286,0.2857142857142857,53.857142857142854,0.2857142857142857,70.85714285714286,0.14372857142857143,0.1333,0.03785714285714286,0
1,159,1.2857142857142858,1.8571428571428572,1.0,0.0,108.0,139.0,283.85714285714283,187.42857142857142,228.05717142857142,245.2785714285714,190.71142857142857,90.32837142857143,78.37031428571429,218.57142857142858,176.95238571428573,0.42857142857142855,142.0,0.14285714285714285,323.7142857142857,0.054085714285714286,0.09829999999999998,0.015957142857142857,0
1,16,1.1666666666666667,1.1666666666666667,1.0,0.5,92.83333333333333,189.0,222.16666666666666,182.33333333333334,228.09220000000002,223.63921666666667,176.19393333333332,126.98788333333333,111.4541,271.8333333333333,237.0,0.16666666666666666,23.166666666666668,0.16666666666666666,69.5,0.2753833333333333,0.6028,0.15016666666666667,2
1,160,1.1666666666666667,1.3333333333333333,1.0,0.8333333333333334,178.75,165.5,205.16666666666666,218.41666666666666,158.39748333333333,114.24709166666666,148.34290000000001,47.782933333333325,48.86418333333333,246.75,219.41666666666666,0.5,327.75,0.25,677.4166666666666,0.11586666666666667,0.202325,0.06084166666666666,2
1,161,1.0,1.0,1.0,0.0,164.0,218.75,218.75,213.75,197.631675,317.910125,190.567775,45.0109,41.583775,218.75,218.75,0.25,79.5,0.0,79.5,0.045325000000000004,0.1572,0.02635,1
1,162,1.0,1.0,1.0,0.0,162.33333333333334,241.83333333333334,241.83333333333334,308.0,189.85693333333333,219.13351666666665,176.52848333333336,72.52821666666667,74.27361666666665,265.0,265.0,0.5,198.66666666666666,0.16666666666666666,178.83333333333334,0.02095,0.06761666666666666,0.03316666666666667,0
1,163,1.25,1.25,1.0,0.0,164.0,164.0,218.75,178.75,278.31645000000003,359.02772500000003,234.9477,70.370225,72.71052499999999,218.75,164.0,0.0,0.0,0.0,0.0,0.0672,0.1392,0.023799999999999998,0
1,164,1.2,1.2,1.0,0.0,191.0,187.0,226.8,187.0,228.9243,303.74341999999996,181.55878,83.47670000000001,77.13558,226.8,193.0,0.0,0.0,0.0,0.0,-0.0435,0.1606,0.01928,0
1,165,1.5,1.5,1.0,0.0,188.75,228.5,293.0,243.5,200.0034,270.989125,211.7721,50.663375,54.947075,293.0,208.625,0.25,44.75,0.25,44.75,0.10425000000000001,0.133,0.030574999999999998,1
1,166,1.4,1.4,1.0,0.0,111.4,155.0,198.8,178.8,103.1702,234.38918000000004,65.93816,70.0415,88.31262000000001,198.8,143.1,0.0,0.0,0.0,0.0,0.0522,0.15940000000000001,0.01488,0
1,167,1.3125,1.8125,0.9375,1.0,223.4375,212.375,408.75,284.5,141.47189375,175.2827375,132.77689375,52.849843750000005,52.74543125,280.6875,210.484375,0.625,352.625,0.5625,550.0625,0.13999999999999999,0.199125,0.01885,1
1,168,1.1764705882352942,1.1176470588235294,1.0,0.6470588235294118,208.11764705882354,212.76470588235293,233.8235294117647,207.1764705882353,291.0737882352941,186.29308235294116,295.42745294117645,51.342864705882356,43.28326470588235,238.58823529411765,202.35294117647058,0.7647058823529411,500.6470588235294,0.5882352941176471,526.2941176470588,0.17129411764705882,0.18811764705882353,0.0229,2
1,169,1.2,1.2,1.0,0.0,167.0,171.0,202.8,194.8,169.46192000000002,211.07247999999998,128.37328,72.57846,67.98948,202.8,171.0,0.0,0.0,0.0,0.0,0.12290000000000001,0.1325,0.02544,1
1,17,1.0,1.0,1.0,0.0,49.5,99.0,99.0,168.5,138.3232,275.19565,114.68435,75.46340000000001,58.22955,99.0,99.0,0.0,0.0,0.0,0.0,0.1243,0.1968,0.0214,0
1,170,1.0909090909090908,1.2727272727272727,1.0,0.2727272727272727,135.45454545454547,178.8181818181818,227.63636363636363,222.0909090909091,179.5189090909091,147.02882727272728,163.33383636363635,50.10312727272728,49.73092727272728,319.72727272727275,305.27272727272725,0.8181818181818182,585.0,0.2727272727272727,911.9090909090909,0.3199090909090909,0.3487272727272727,0.0909,2
1,171,1.1428571428571428,1.1428571428571428,1.0,0.0,173.14285714285714,150.42857142857142,170.28571428571428,167.28571428571428,163.08125714285714,209.9453,139.81807142857141,62.71777142857143,69.46184285714286,207.14285714285714,181.57142857142858,0.2857142857142857,153.14285714285714,0.2857142857142857,153.14285714285714,0.08707142857142858,0.122,0.020871428571428572,0
1,172,1.3333333333333333,1.3333333333333333,1.0,0.0,139.0,165.33333333333334,218.33333333333334,198.66666666666666,78.42473333333334,159.76523333333333,62.844500000000004,44.35196666666667,47.47466666666667,218.33333333333334,168.66666666666666,0.0,0.0,0.0,0.0,0.151,0.19899999999999998,0.04800000000000001,1
1,173,1.5,1.3333333333333333,1.0,0.0,218.66666666666666,225.0,278.0,271.3333333333333,178.16803333333334,190.57180000000002,176.43224999999998,68.44573333333334,89.76791666666666,291.3333333333333,205.25,0.3333333333333333,304.6666666666667,0.3333333333333333,304.6666666666667,0.16208333333333333,0.2565,0.05238333333333334,1
1,174,1.1428571428571428,1.1428571428571428,1.0,0.0,187.57142857142858,233.0,252.85714285714286,233.0,152.5169142857143,228.19022857142858,117.9155,51.09581428571429,55.17552857142857,252.85714285714286,233.0,0.0,0.0,0.0,0.0,0.07007142857142858,0.22142857142857145,0.02542857142857143,0
1,175,1.0,1.0,1.0,0.0,167.0,194.8,194.8,147.0,108.59674,211.32264,66.41456000000001,62.135720000000006,66.26205999999999,194.8,194.8,0.0,0.0,0.0,0.0,0.1612,0.1847,0.032240000000000005,0
1,176,1.0,1.0,1.0,0.0,95.4,167.0,167.0,175.0,222.28596,343.6453,93.58131999999999,261.7873,77.64471999999999,163.0,163.0,0.4,127.2,0.2,91.4,0.0693,0.12010000000000001,0.02122,1
1,177,1.0,1.0,1.0,0.0,211.66666666666666,238.33333333333334,238.33333333333334,238.33333333333334,170.92866666666666,170.2368,179.95413333333332,36.828133333333334,38.29613333333334,238.33333333333334,238.33333333333334,0.0,0.0,0.0,0.0,0.053766666666666664,0.20909999999999998,0.03726666666666666,0
1,178,1.1666666666666667,1.1666666666666667,1.0,0.0,202.33333333333334,215.5,255.33333333333334,198.83333333333334,181.2376833333333,328.92221666666666,160.18071666666665,51.48068333333333,50.725449999999995,255.33333333333334,222.16666666666666,0.16666666666666666,29.833333333333332,0.16666666666666666,29.833333333333332,0.0016000000000000007,0.06160000000000001,0.019033333333333333,0
1,179,2.0,2.0,1.0,0.0,109.0,169.0,268.5,189.0,168.60645,99.30945,150.3732,39.06805,28.4621,268.5,134.25,0.0,0.0,0.0,0.0,0.1866,0.2416,0.028749999999999998,0
1,18,1.0,1.0,0.75,0.25,104.25,139.25,139.25,194.0,221.776525,308.141075,171.172025,122.472475,110.931575,139.25,139.25,0.0,0.0,0.0,0.0,0.05005,0.24555,0.022949999999999998,1
1,180,1.3333333333333333,1.3333333333333333,1.0,0.0,142.5,165.66666666666666,225.33333333333334,165.66666666666666,155.43751666666665,294.5733666666667,107.28634999999998,61.954483333333336,52.98963333333334,225.33333333333334,170.66666666666666,0.0,0.0,0.0,0.0,0.14643333333333333,0.20993333333333333,0.021783333333333335,0
1,181,1.0,1.0,1.0,0.0,158.66666666666666,195.33333333333334,195.33333333333334,178.83333333333334,177.0548,236.43973333333335,190.10108333333332,47.11546666666666,40.27751666666666,188.66666666666666,188.66666666666666,0.5,52.833333333333336,0.5,56.166666666666664,-0.0030666666666666668,0.1366,0.022116666666666663,1
1,182,1.5,1.75,1.0,0.0,159.0,189.0,298.25,228.75,216.566175,203.7708,217.113875,62.54474999999999,67.1563,293.25,211.25,0.25,74.5,0.25,149.0,0.063975,0.055725,0.036324999999999996,1
1,183,1.1666666666666667,1.1666666666666667,1.0,0.0,179.0,162.33333333333334,195.5,162.33333333333334,210.067,254.64693333333335,184.31875000000002,73.28581666666666,63.52161666666667,195.5,167.33333333333334,0.0,0.0,0.0,0.0,0.10559999999999999,0.19293333333333332,0.018766666666666668,1
1,184,1.0,1.0,1.0,0.4,135.0,143.0,143.0,127.0,156.71504,170.99752,136.88688,77.9443,81.30994,131.0,131.0,0.0,0.0,0.0,143.0,0.1552,0.2609,0.040459999999999996,0
1,185,1.1666666666666667,1.1666666666666667,0.3333333333333333,1.0,132.5,145.83333333333334,159.16666666666666,159.16666666666666,309.2087666666667,246.37298333333334,325.18348333333336,86.5068,84.85810000000001,159.16666666666666,145.83333333333334,0.16666666666666666,23.166666666666668,0.16666666666666666,46.333333333333336,0.18041666666666667,0.18400000000000002,0.023549999999999998,0
1,186,1.3333333333333333,1.3333333333333333,1.0,0.0,119.0,159.0,192.0,192.0,307.98386666666664,335.38966666666664,312.3609666666667,64.45006666666667,51.3171,192.0,149.0,0.0,0.0,0.0,0.0,0.211,0.3765,0.09763333333333334,0
1,187,1.0,1.0,1.0,0.0,59.5,159.0,159.0,169.0,118.25025,170.78895,139.44175,54.46170000000001,48.685900000000004,159.0,159.0,0.5,99.5,0.0,99.5,0.147,0.1845,0.023350000000000003,0
1,188,1.0,1.0,1.0,0.0,49.5,139.0,139.0,228.5,49.4855,86.4762,82.86885,57.456900000000005,45.8564,139.0,139.0,0.5,89.5,0.5,89.5,0.0805,0.236,0.03315,0
1,189,1.3333333333333333,1.3333333333333333,1.0,0.0,112.66666666666667,132.33333333333334,192.0,126.0,119.36596666666667,256.54490000000004,98.24973333333332,53.381899999999995,51.7234,192.0,145.66666666666666,0.0,0.0,0.0,0.0,0.022166666666666668,0.16216666666666665,0.03473333333333333,0
1,19,1.0,1.0,0.8571428571428571,0.14285714285714285,133.42857142857142,204.42857142857142,204.42857142857142,156.14285714285714,236.7163285714286,186.35568571428573,228.88007142857143,56.92491428571429,51.7718,195.85714285714286,195.85714285714286,0.2857142857142857,82.28571428571429,0.42857142857142855,218.57142857142858,0.23079999999999998,0.3042285714285714,0.04397142857142857,2
1,190,1.2142857142857142,1.6428571428571428,1.0,0.42857142857142855,144.42857142857142,118.85714285714286,216.78571428571428,94.92857142857143,208.53304285714285,158.6377,219.07075,53.59202857142857,57.72822857142857,214.21428571428572,185.38095,1.4285714285714286,647.0,0.6428571428571429,664.0714285714286,0.32472142857142855,0.43739999999999996,0.043635714285714285,2
1,191,1.5,1.5,0.5,0.5,154.0,139.25,218.75,154.0,156.665425,182.02097500000002,147.368875,57.85705,50.190725,218.75,154.125,0.0,0.0,0.0,0.0,0.290525,0.30365,0.046825,1
1,192,1.0,1.0,1.0,0.0,198.75,159.0,159.0,149.0,171.7734,255.32405,114.1239,85.86927499999999,91.39035,159.0,159.0,0.0,0.0,0.0,0.0,0.07727500000000001,0.15715,0.042175000000000004,0
1,193,1.0,1.0,1.0,0.0,159.0,139.5,139.5,129.5,366.4864,216.30815,455.97495,121.0275,111.72030000000001,139.5,139.5,0.5,50.0,0.5,50.0,0.1529,0.1339,0.059,0
1,194,1.2,1.2,1.0,0.0,111.6,123.6,139.6,115.6,152.98052,175.6845,141.86984,67.13181999999999,67.0074,127.6,109.6,0.2,23.8,0.4,47.6,0.10798,0.17004,0.0129,1
1,195,2.5,2.5,1.0,0.0,119.0,139.0,298.0,119.0,139.5495,217.10545,122.66075000000001,49.6117,153.75615,298.0,115.91665,0.0,0.0,0.0,0.0,0.2641,0.23535,0.06755,0
1,196,1.0,1.0,1.0,0.0,159.0,139.0,139.0,80.0,245.7931,344.5033,232.9571,51.7904,38.0592,139.0,139.0,0.0,0.0,0.0,139.0,0.1661,0.356,0.1167,1
1,197,1.0,1.0,1.0,0.25,106.75,112.0,112.0,126.625,286.56667500000003,200.95047499999998,278.2024375,51.8378125,51.6392875,116.75,116.75,0.375,91.75,0.25,747.625,0.2927375,0.51695,0.0219125,2
1,198,1.0,1.0,0.5,1.0,114.25,169.25,169.25,134.0,255.01842499999998,343.148325,258.530775,61.639125,56.431875,164.25,164.25,0.25,54.75,0.25,109.5,0.0775,0.26165,0.039375,1
1,199,1.0,1.0,0.8,0.2,95.6,131.4,131.4,115.4,182.78262,131.13574,141.62993999999998,59.298860000000005,52.045,131.4,131.4,0.0,0.0,0.0,0.0,0.3068,0.3068,0.20004,2
1,2,1.0,1.0,1.0,0.2857142857142857,167.71428571428572,156.28571428571428,156.28571428571428,161.85714285714286,245.12468571428573,201.85755714285713,215.45482857142858,49.44981428571429,52.84365714285714,187.42857142857142,187.42857142857142,0.2857142857142857,34.0,0.14285714285714285,17.0,0.09671428571428572,0.0975,0.017499999999999998,0
1,20,1.0,1.0,1.0,0.0,192.0,205.33333333333334,205.33333333333334,185.33333333333334,158.85343333333333,126.07116666666666,136.22553333333335,52.157933333333325,53.98036666666667,205.33333333333334,205.33333333333334,0.0,0.0,0.0,0.0,0.1676,0.2571,0.07883333333333332,1
1,200,1.0,1.0,1.0,0.0,144.0,124.25,124.25,144.25,297.38275,305.09382500000004,283.693575,43.633375,38.373025,124.25,124.25,0.0,0.0,0.0,0.0,0.0621,0.052500000000000005,0.027525,0
1,201,1.0,1.0,1.0,0.0,0.0,239.0,239.0,199.0,0.0,68.1707,0.0,67.0019,79.267,239.0,239.0,0.0,0.0,0.0,0.0,0.2249,0.3014,0.1485,1
1,202,1.0,1.0,1.0,0.0,94.75,119.25,119.25,99.5,405.010775,357.30075,375.9996,95.94265,88.7046,114.25,114.25,0.25,29.75,0.0,238.25,0.03815,0.346025,0.036175,0
1,203,1.3333333333333333,1.3333333333333333,1.0,0.0,105.66666666666667,99.33333333333333,132.33333333333334,125.66666666666667,260.90246666666667,256.6712333333333,245.92263333333335,38.1812,51.4446,132.33333333333334,102.5,0.0,0.0,0.0,0.0,0.10556666666666666,0.055400000000000005,0.013600000000000001,0
1,204,1.875,2.0,1.0,0.5,89.5,114.375,213.875,94.625,171.636075,149.9216125,200.1186875,87.8386,107.60275,209.0,115.291675,0.875,263.75,0.875,1354.0,0.285525,0.33415,0.043275,1
